id,name,glottocode,iso639_3,macroarea,latitude,longitude,family
1945,Fijian (Ovalau; Lovoni),,,,,,
1946,Fijian (Nadroga; Lawalawa),nadr1235,wyy,Papunesia,,,Austronesian
1947,Fijian (Vuda; Nadele),,,,,,
1948,Fijian (Vatulawa; Vuna),,,,,,
1949,Fijian (Verata; Kumī),,,,,,
1950,Fijian (Tailevu; Tai),,,,,,
1951,Fijian (Wainibuka; Nasau Wainibuka),,,,,,
1952,Fijian (Vuda; Sikituru),,,,,,
1953,Fijian (Nadroga; Conua),nadr1235,wyy,Papunesia,,,Austronesian
1954,Fijian (Noikoro; Navatusila),west2519,wyy,Papunesia,-17.8355,177.657,Austronesian
1955,Fijian (Rewa; Nakelo),,,,,,
1956,Fijian (Yasayasamuala; Totoya),,,,,,
1957,Fijian (Yasayasamuala; Matuku),,,,,,
1958,Fijian (Wainimala; Taivugalei),,,,,,
1959,Fijian (Vatulawa; Nacamaki),,,,,,
1960,Fijian (Naitasiri; Vuna Naitasiri),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1961,Fijian (Lau; Lauicake),lauu1248,llx,Papunesia,,,Austronesian
1962,Fijian (Ba; Yākete),,,,,,
1963,Fijian (Vatulele; Vatulele),,,,,,
1964,Fijian (Bua; Drakaniwai Bua),west2514,fij,Papunesia,,,Austronesian
1965,Fijian (Vatulawa; Cakaudrove),,,,,,
1966,Fijian (Vatulawa; Tunuloa),,,,,,
1967,Fijian (Wainimala; Waimarō Naulucavu),,,,,,
1968,Fijian (Verata; Verata),,,,,,
1969,Fijian (Nadroga; Tabanivono),nadr1235,wyy,Papunesia,,,Austronesian
1970,Fijian (Wainibuka; Nāloto),,,,,,
1971,Fijian (Nadroga; Rukuruku),nadr1235,wyy,Papunesia,,,Austronesian
1972,Fijian (Kadavu; Nakasaleka),kada1285,fij,Papunesia,,,Austronesian
1973,Fijian (Verata; Nakodu/Naceva),,,,,,
1974,Fijian (Vanualevuiloma; Seaqāqā/Sēqāqā),,,,,,
1975,Fijian (Vanualevuiloma; Natuvu),,,,,,
1976,Fijian (Kadavu; Tabanivonolevu),kada1285,fij,Papunesia,,,Austronesian
1977,Fijian (Sērua; Narukusara),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1978,Fijian (Rewa; Vunivaivai),,,,,,
1979,Fijian (Verata; Navuloa),,,,,,
1980,Fijian (Namosi; Wainikoroiluva),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1981,Fijian (Sērua; Burenitū),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1982,Fijian (Tailevu; Namara),,,,,,
1983,Fijian (Bua; Nadi Bua),west2514,fij,Papunesia,,,Austronesian
1984,Fijian (Kadavu; Sānima),kada1285,fij,Papunesia,,,Austronesian
1985,Fijian (Nadroga; Waicoba),nadr1235,wyy,Papunesia,,,Austronesian
1986,Fijian (Bau; Sawaieke),bauu1243,fij,Papunesia,,,Austronesian
1987,Fijian (Naitasiri; Suva),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1988,Fijian (Kadavu; Jioma/Tioma),kada1285,fij,Papunesia,,,Austronesian
1989,Fijian (Vuda; Vatutū),,,,,,
1990,Fijian (Vanualevuiloma; Wairiki),,,,,,
1991,Fijian (Vuda; Nadi),,,,,,
1992,Fijian (Naitasiri; Naitāsiri),namo1248,bwb,Papunesia,-18.5308,177.637,Austronesian
1993,Fijian (Wainimala; Matailobau),,,,,,
1994,Fijian (Wainibuka; Saivou),,,,,,
1995,Fijian (Ovalau; Naigani),,,,,,
1996,Fijian (Rewa; Waikete),,,,,,
1997,Fijian (Waidina; Ovalau),waid1240,fij,Papunesia,,,Austronesian
1998,Fijian (Vanualevuiloma; Dogoru),,,,,,
1999,Fijian (Rakiraki; Rakiraki),,,,,,
2000,Fijian (Vanualevuiloma; Naulana),,,,,,
2001,Fijian (Bau; Naiviqeleqele),bauu1243,fij,Papunesia,,,Austronesian
2002,Fijian (Wainibuka; Dawasamu),,,,,,
2003,Fijian (Wainimala; Nabaitavo),,,,,,
2004,Fijian (Nadroga; Nasoni/Nahoni),nadr1235,wyy,Papunesia,,,Austronesian
2005,Fijian (Kadavu; Ravitaki),kada1285,fij,Papunesia,,,Austronesian
2006,Fijian (Vanualevuiloma; Nabalebale),,,,,,
2007,Fijian (Yasayasamuala; Cicia),,,,,,
2008,Fijian (Wainibuka; Nalaba),,,,,,
2009,Fijian (Rakiraki; Navitilevu),,,,,,
2010,Fijian (Kadavu; Naceva/Soso),kada1285,fij,Papunesia,,,Austronesian
2011,Fijian (Vuda; Namoli),,,,,,
2012,Fijian (Vuda; Sabeto),,,,,,
2013,Fijian (Wainimala; Nasalia),,,,,,
2014,Fijian (Rewa; Waivou),,,,,,
2015,Fijian (Verata; Moturiki),,,,,,
2016,Fijian (Wainimala; Nadaravakawalu),,,,,,
2017,Fijian (Vanualevuiloma; Raviravi Macuata),,,,,,
2018,Fijian (Gonedau; Gonedau),gone1237,goo,Papunesia,-16.5886,178.599,Austronesian
2019,Fijian (Nadroga; Sanasana/Hanahana),nadr1235,wyy,Papunesia,,,Austronesian
2020,Fijian (Vuda; Vaturu),,,,,,
2021,Fijian (Tailevu; Maumi),,,,,,
2022,Fijian (Vatulawa; Navatu),,,,,,
2023,Fijian (Bau; Cautatā),bauu1243,fij,Papunesia,,,Austronesian
2024,Fijian (Wainibuka; Matacaucau),,,,,,
2025,Fijian (Nadroga; Malomalo),nadr1235,wyy,Papunesia,,,Austronesian
2026,Fijian (Wainibuka; Dere),,,,,,
2027,Fijian (Savatu; Savatu),,,,,,
2028,Fijian (Vuda; Navō),,,,,,
2029,Fijian (Wainibuka; Mataso),,,,,,
2030,Fijian (Tailevu; Nāmata),,,,,,
2031,Fijian (Ovalau; Levukairā),,,,,,
2032,Fijian (Noikoro; Noikoro),west2519,wyy,Papunesia,-17.8355,177.657,Austronesian
2033,Fijian (Wainibuka; Lawaki),,,,,,
2034,Fijian (Wainimala; Muairā),,,,,,
2035,Fijian (Rewa; Rewa Vulagi),,,,,,
2036,Fijian (Waya; Waya),waya1268,wyy,Papunesia,-17.294682,177.123396,Austronesian
2037,Fijian (Yasawa; Muairā Naviti),,,,,,
2038,Fijian (Yasayasamuala; Vanuavatu),,,,,,
